Title,Description,Img_Link
Barney & Friends,"Barney & Friends is an American children's television series aimed at children from ages 2 to 5. The series, which first aired on April 6, 1992, features the title character Barney, a purple anthropomorphic Tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.",https://www.themoviedb.org/t/p/w220_and_h330_face/ijt54PA1pZ2ae68ODBk3vfWSK0e.jpg
Little Fires Everywhere,"The intertwined fates of the picture-perfect Richardson family and an enigmatic mother and daughter who upend their lives. Explore the weight of secrets, the nature of art and identity, the ferocious pull of motherhood – and the danger in believing that following the rules can avert disaster.",https://www.themoviedb.org/t/p/w220_and_h330_face/7EQQMl0mp8L0hMxAUZNfoCh1Tkb.jpg
Taiwan Crime Stories,"Anthology crime television series inspired by four real-life cold cases in Taiwan, exploring themes such as faith, temptation, redemption, and obligation through the eyes of the people of Taiwan.",https://www.themoviedb.org/t/p/w220_and_h330_face/aAruJgIiauzZXhxvRUm8IyoQq9.jpg
Nosotros los Guapos,"Vítor and Albertano are in pursuit of the same objective: to find a place to live, and as much as they don't want to, get a job that allows them to live and pay the rent for the room that the two decide to share at Doña Cuca's house.",https://www.themoviedb.org/t/p/w220_and_h330_face/4UBNKLvpGotNQ8bo3ZuaWgmh6FV.jpg
Knight Rider,"On the heels of NBC's hit movie, the iconic 1980s television classic comes roaring back to life as a reinvented, updated and super-charged action series showcasing the new KITT (Knight Industries Three Thousand). Absolutely the coolest car ever created, KITT is equipped with an ""AI"" (artificial intelligence) that is capable of hacking almost any system. Its weapons systems match that of a jet fighter, and its body is capable of actually transforming into other vehicles and using sophisticated holographic imagery to elude villains.",https://www.themoviedb.org/t/p/w220_and_h330_face/e93H0P6GYoDUhHR5uCdmfLDAvKt.jpg
The Dick Van Dyke Show,"The Dick Van Dyke Show is an American television sitcom that initially aired on CBS from October 3, 1961, until June 1, 1966. The show was created by Carl Reiner and starred Dick Van Dyke, Rose Marie, Morey Amsterdam and Mary Tyler Moore. It centered around the work and home life of television comedy writer Rob Petrie. The show was produced by Reiner with Bill Persky and Sam Denoff. The music for the show's theme song was written by Earle Hagen.",https://www.themoviedb.org/t/p/w220_and_h330_face/sAPTSCOVJO5zqoP9Et54jfiI70U.jpg
Dominion,"Dominion is an epic supernatural drama set in the near future. Specifically, 25 years after ""The Extinction War,"" when an army of lower angels, assembled by the archangel Gabriel, waged war against mankind. The archangel Michael, turning against his own kind, chose to side with humanity. Rising out of the ashes of this long battle are newly fortified cities which protect human survivors. At the center of the series is the city of Vega, a glistening empire that has formed from the ruins of what was once Las Vegas.",https://www.themoviedb.org/t/p/w220_and_h330_face/2rBiS2m5hZbTSxorXQmUcbt2cTU.jpg
Brand New Cherry Flavor,"A filmmaker heads to Hollywood in the early ’90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge — and kittens.",https://www.themoviedb.org/t/p/w220_and_h330_face/cX4acZbi2l4v051NJZfonqY0E3X.jpg
Maid Sama!,Misaki Ayuzawa is the first female student council president at a once all-boys school turned co-ed. She rules the school with strict discipline demeanor. But she has a secret—she works at a maid cafe due to her families circumstances. One day the popular A-student and notorious heart breaker Takumi Usui finds out her secret and makes a deal with her to keep it hush from the school in exchange for spending some time with him.,https://www.themoviedb.org/t/p/w220_and_h330_face/igkn0M1bgMeATz59LShvVxZNdVd.jpg
High Kick,"High Kick! was a popular South Korean situation comedy revolving around the life of the Lee family, taking place in Seoul at the same time as the broadcast. The title of the show ""High Kick!"" has several implications, one of which is the oft-depicted high kicks of Yoon-ho, one of the main characters. The show aired in South Korea from Monday to Friday in sitcom format. Due to its popularity, the show filmed more episodes than were initially planned. Many of the characters starred in commercials and advertisements in Korea. The show's popularity also led to High Kick Through the Roof, which aired in 2009-2010, and High Kick 3: The Counterattack of the Short Leg, which aired in 2011-2012.",https://www.themoviedb.org/t/p/w220_and_h330_face/2p9ZBFn6TJGN2bci4DymhngEaeS.jpg
Bolívar,This dramatization depicts the life -- and loves -- of Venezuelan Gen. Simón Bolívar who helped liberate several Latin American countries from Spain.,https://www.themoviedb.org/t/p/w220_and_h330_face/hRmGDjDL4EIIkaHedrndB9rlsvD.jpg
House of Anubis,"Strange things are happening at an English boarding school called House of Anubis. Popular student Joy goes missing, the school's cranky caretaker has a creepy stuffed crow and the school's attic may be haunted. When recent American transplant Nina gets thrust into the school during this time, she decides to investigate along with her new friend, Fabian, and housemates.",https://www.themoviedb.org/t/p/w220_and_h330_face/pPscd9KcpHyYeedABN37KO8s2GJ.jpg
Neymar: The Perfect Chaos,"Beloved worldwide but also a lightning rod for criticism, Neymar shares the highs and lows of his personal life and brilliant football career.",https://www.themoviedb.org/t/p/w220_and_h330_face/nZNd2kJMNg2qz89pQ0gVvPP064z.jpg
Gate,"Off-duty Japan Self-Defense Forces (JSDF) officer and otaku, Youji Itami, is on his way to attend a doujin convention in Ginza, Tokyo when a mysterious portal in the shape of a large gate suddenly appears. From this gate, supernatural creatures and warriors clad in medieval armor emerge, charging through the city, killing and destroying everything in their path. With swift actions, Youji saves as many lives as he can while the rest of the JSDF direct their efforts towards stopping the invasion.",https://www.themoviedb.org/t/p/w220_and_h330_face/bCuJkIUg1n9etSYrrQKlQuSrigE.jpg
Detention,"During the period of martial law in 1960s Taiwan, some teachers and students from Cui Hua High School were arrested for possessing banned books. A female student fell to her death and rumors spread of a ghost haunting the campus. Thirty years later, the draconian culture of the school remains unchanged as a new transfer student uncovers the dark secrets behind the school’s haunting.",https://www.themoviedb.org/t/p/w220_and_h330_face/2cVC8EPHuLFVOwgcjDOrdYyWAaM.jpg
Storage Wars,"When rent is not paid on a storage locker for three months in California, the contents can be sold by an auctioneer as a single lot of items in the form of a cash-only auction. The show follows professional buyers who purchase the contents based only on a five-minute inspection of what they can see from the door when it is open. The goal is to turn a profit on the merchandise.",https://www.themoviedb.org/t/p/w220_and_h330_face/wFYs5W4HgQcxMH8q8VBL11GYJ7N.jpg
Inspector Montalbano,"Inspector Montalbano is an Italian television series produced and broadcast by RAI since 1999, based on the detective novels of Andrea Camilleri. The protagonist is Commissario Salvo Montalbano, and the stories are set in the imaginary town of Vigata, Sicily. In 2012 the series generated a prequel, Il giovane Montalbano.",https://www.themoviedb.org/t/p/w220_and_h330_face/5aOkUsPOzXz0N6DHus3fJkUTF42.jpg
The Ultimatum: France,"Six couples on the cusp of lifelong love are hit with an ultimatum: Get engaged or break up. Before they decide, they’ll swap partners for three weeks.",https://www.themoviedb.org/t/p/w220_and_h330_face/59gaTRlKbMuh33Wn9crtzcVgEyB.jpg
Gênesis,We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/8hUZa9LzC4vyQiwX8KadKLIBXWg.jpg
@Gina Yei: #WithAllMyHeartAndMore,"Yei!— Is what Gina says in positive situations or simply whenever she is happy. She has won a scholarship to the prestigious Caribbean Music Institute (CMI) on the island of Puerto Rico, the best place in the world to study Latin music and the birthplace of the successful reggaeton thanks to her lyric-writing abilities. Gina is a cheerful, energetic, and creative girl who loves writing. Her ultimate dream is to write songs.",https://www.themoviedb.org/t/p/w220_and_h330_face/z4Ov3wD8g6rUD7g4fIco7m04ZLX.jpg
The King's Avatar,"In the multiplayer online game Glory, Ye Xiu is regarded as a textbook and a top-tier pro-player. However, due to a myriad of reasons, he is kicked from the team. After leaving the pro scene, he finds work in an Internet Cafe as a manager. When Glory launches its tenth server, he throws himself in to the game once more. Possessing ten years of experience, the memories of his past, and an incomplete, self-made weapon, his return along the road to the summit begins!",https://www.themoviedb.org/t/p/w220_and_h330_face/aXWmkDgM3Aq2SFCc2qNJlEZQSo2.jpg
夜城赋,We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/zkz1EZ8EKSmNnqxlUdiHXbquxwZ.jpg
Total Dreamer,"This modern fairy tale tells the story of a homeless girl who dreams of helping out her family and finds her big chance of turning her life around in a fashion modeling contest - but the way to winning it and becoming a star will be a lot harder than she originally envisioned. A captivating romantic comedy about overcoming obstacles, Total Dreamer wins its audience’s heart right from the first episode.",https://www.themoviedb.org/t/p/w220_and_h330_face/2fnrIUhoxXUcmnYyncFj7Rctvju.jpg
Too Hot to Handle,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",https://www.themoviedb.org/t/p/w220_and_h330_face/jr21CagMMfglh7YVgcyov3Cj833.jpg
Aqua Teen Hunger Force,"The surreal adventures of three anthropomorphic fast food items: Master Shake, Frylock and Meatwad, and their human nextdoor neighbor, Carl Brutananadilewski.",https://www.themoviedb.org/t/p/w220_and_h330_face/qEg5mkXsnAcJbju4ub6xpT3ogsT.jpg
Switched at Birth,"The story of two teenage girls who discover they were accidentally switched as newborns in the hospital. Bay Kennish grew up in a wealthy family with two parents and a brother, while Daphne Vasquez, who lost her hearing at an early age due to a case of meningitis, grew up with a single mother in a working-class neighborhood. Things come to a dramatic head when both families meet and struggle to learn how to live together for the sake of the girls.",https://www.themoviedb.org/t/p/w220_and_h330_face/db5XnOxGcUHeNhBRNbHfqTlzXmk.jpg
Bikini Warriors,"Prepare yourself for an adventure of epic proportions. With warriors so skilled at battling questionable slimes and taming tumescent tentacles, there's no need for all that bulky armor.",https://www.themoviedb.org/t/p/w220_and_h330_face/x1flMRqONUsqJFbNvDeMct5Xm7u.jpg
Druck,"Druck follows a group of friends in their teen life in Berlin and deals with daily and current events, like friendship, love and the search for their own identity. Every season centers on a new character.",https://www.themoviedb.org/t/p/w220_and_h330_face/3TJnBRHEjoaTQejRMbojnMo7xfa.jpg
Fate/stay night [Unlimited Blade Works],"The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Tohsaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prize—the Holy Grail, a magical artifact capable of granting its wielder any wish.",https://www.themoviedb.org/t/p/w220_and_h330_face/3bI8db4tIPtgFY8mOqp3AB0YXGi.jpg
